Date,BID,ACB,MBB,HPG,HDB,FPT,SSI,BCM,BVH,STB,CTG,GAS,GVR,MSN,MWG,PLX,POW,SAB,SHB,SSB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
29/05/2023,"43,900.00","25,150.00","18,750.00","21,450.00","18,800.00","83,100.00","23,400.00","77,800","43,950.00","27,700.00","28,000.00","93,800.00","71,600","71,600","38,700","37,900.00","13,600.00","155,300","11,700.00","30,200.00","30,200.00","24,300.00","93,100","55,500","17,750","52,700","99,500","67,100.00","19,350.00","27,700.00"
26/05/2023,"43,400.00","25,000.00","18,450.00","21,100.00","19,500.00","83,100.00","22,550.00","77,400","43,550.00","27,200.00","27,800.00","93,700.00","72,000","72,000","38,200","37,650.00","13,600.00","155,500","11,550.00","30,050.00","29,900.00","23,650.00","92,000","55,000","17,542","52,000","98,100","67,100.00","19,150.00","27,700.00"
25/05/2023,"43,750.00","25,100.00","18,450.00","21,200.00","19,500.00","83,200.00","22,500.00","77,400","44,100.00","27,000.00","27,600.00","94,700.00","72,000","72,000","38,000","37,350.00","13,450.00","158,000","11,750.00","29,900.00","29,800.00","23,400.00","93,200","55,000","17,417","52,600","98,000","67,100.00","19,200.00","27,700.00"
24/05/2023,"43,500.00","25,150.00","18,600.00","21,300.00","19,500.00","81,300.00","22,700.00","77,000","44,450.00","27,400.00","27,750.00","92,500.00","71,800","71,800","37,950","37,300.00","13,500.00","158,500","11,850.00","29,900.00","29,800.00","23,500.00","92,600","54,500","17,500","52,600","98,400","66,300.00","19,400.00","27,650.00"
23/05/2023,"43,850.00","25,350.00","18,750.00","21,700.00","19,500.00","82,000.00","22,850.00","76,700","44,600.00","27,950.00","27,900.00","93,200.00","70,400","70,400","38,250","37,500.00","13,650.00","159,000","11,950.00","30,000.00","30,350.00","23,700.00","92,800","53,700","17,750","52,600","98,700","67,000.00","19,550.00","27,700.00"
22/05/2023,"44,400.00","25,050.00","18,850.00","21,900.00","19,450.00","82,500.00","22,900.00","77,800","43,800.00","28,150.00","27,950.00","94,700.00","72,000","72,000","38,550","37,750.00","13,600.00","160,700","12,000.00","30,150.00","30,500.00","23,800.00","93,100","54,100","18,000","52,100","99,200","68,200.00","19,700.00","27,900.00"
19/05/2023,"44,400.00","24,950.00","18,650.00","21,800.00","19,400.00","82,800.00","22,900.00","77,900","44,300.00","27,850.00","28,000.00","94,900.00","72,400","72,400","38,300","37,600.00","13,500.00","160,700","11,800.00","29,950.00","29,650.00","23,450.00","94,200","54,100","21,400","52,500","98,700","68,600.00","19,300.00","28,000.00"
18/05/2023,"44,650.00","25,000.00","18,600.00","21,950.00","19,400.00","82,900.00","22,800.00","78,500","44,800.00","27,200.00","27,750.00","93,000.00","73,200","73,200","38,100","37,450.00","13,400.00","162,300","11,600.00","30,050.00","29,550.00","23,400.00","95,000","55,000","21,450","53,200","99,400","69,200.00","19,250.00","28,100.00"
17/05/2023,"44,800.00","24,900.00","18,450.00","21,800.00","19,600.00","81,500.00","22,450.00","77,500","45,050.00","27,000.00","27,500.00","91,900.00","73,100","73,100","38,150","37,500.00","13,300.00","162,500","11,700.00","30,050.00","29,250.00","23,250.00","92,800","53,400","20,800","53,200","98,300","69,000.00","19,200.00","27,900.00"
16/05/2023,"45,000.00","25,000.00","18,800.00","22,000.00","19,500.00","81,500.00","22,900.00","77,400","45,300.00","27,400.00","27,950.00","92,400.00","73,300","73,300","38,450","38,050.00","13,500.00","163,000","11,600.00","30,350.00","29,800.00","23,850.00","92,600","52,200","20,900","52,900","97,500","69,700.00","19,600.00","28,400.00"
15/05/2023,"44,900.00","25,000.00","18,850.00","22,100.00","19,400.00","81,000.00","22,900.00","77,400","45,500.00","27,000.00","28,100.00","92,200.00","74,100","74,100","38,900","37,800.00","13,300.00","164,100","11,500.00","30,800.00","29,900.00","23,900.00","91,700","51,700","20,850","54,400","97,300","69,000.00","19,800.00","28,400.00"
12/5/2023,"45,000.00","25,000.00","18,650.00","22,350.00","19,400.00","80,500.00","23,250.00","77,500","46,000.00","26,800.00","28,400.00","92,500.00","74,400","74,400","39,000","37,550.00","13,400.00","163,900","11,600.00","31,000.00","29,300.00","23,550.00","92,800","51,200","20,500","51,700","97,200","69,600.00","19,750.00","28,150.00"
11/5/2023,"45,000.00","24,900.00","18,500.00","21,750.00","19,200.00","79,100.00","22,400.00","77,500","45,700.00","26,400.00","28,350.00","92,200.00","73,800","73,800","38,700","37,750.00","13,300.00","164,500","11,500.00","31,200.00","29,100.00","23,600.00","91,000","49,150","20,550","50,500","96,700","70,000.00","19,800.00","28,050.00"
10/5/2023,"45,000.00","24,900.00","18,500.00","21,700.00","19,150.00","79,000.00","22,500.00","77,600","45,950.00","26,350.00","28,250.00","93,200.00","73,600","73,600","39,000","37,750.00","13,400.00","165,200","11,600.00","31,400.00","29,300.00","23,750.00","92,000","49,350","20,650","50,600","96,800","70,500.00","19,550.00","27,800.00"
9/5/2023,"45,100.00","24,900.00","18,300.00","21,800.00","19,050.00","78,900.00","22,250.00","77,700","46,000.00","25,750.00","28,000.00","94,100.00","73,600","73,600","37,950","38,000.00","13,350.00","165,100","11,200.00","31,550.00","29,300.00","23,550.00","92,300","49,300","20,250","50,600","95,400","70,700.00","19,450.00","27,400.00"
8/5/2023,"44,700.00","24,950.00","18,250.00","21,600.00","19,200.00","78,500.00","22,300.00","78,100","46,000.00","25,650.00","27,900.00","93,100.00","74,100","74,100","37,850","37,800.00","13,300.00","166,500","11,200.00","31,550.00","29,400.00","23,250.00","93,000","49,400","20,350","50,900","96,300","70,400.00","19,450.00","27,450.00"
5/5/2023,"43,450.00","24,650.00","18,100.00","21,450.00","19,050.00","78,400.00","21,450.00","77,900","45,900.00","24,950.00","27,850.00","91,900.00","73,000","73,000","37,800","37,800.00","13,050.00","165,500","10,950.00","31,450.00","28,700.00","23,350.00","89,800","49,000","20,150","50,700","96,000","68,800.00","19,450.00","27,150.00"
4/5/2023,"43,750.00","24,700.00","18,200.00","21,300.00","18,800.00","78,500.00","21,750.00","78,100","45,250.00","25,150.00","28,250.00","92,000.00","70,600","70,600","37,900","37,450.00","13,000.00","166,600","11,050.00","31,450.00","29,050.00","23,600.00","88,500","49,500","20,200","51,300","95,500","68,600.00","19,550.00","27,250.00"
28/04/2023,"43,500.00","24,200.00","18,450.00","21,650.00","18,800.00","77,500.00","21,550.00","78,700","44,900.00","25,300.00","28,850.00","92,800.00","73,100","73,100","39,200","37,450.00","13,100.00","172,000","11,200.00","31,950.00","29,500.00","23,800.00","90,500","49,500","20,500","52,100","97,000","70,000.00","19,900.00","27,700.00"
27/04/2023,"43,900.00","24,150.00","18,400.00","21,700.00","19,000.00","78,300.00","21,150.00","78,500","44,850.00","25,150.00","28,350.00","92,200.00","72,300","72,300","38,650","37,450.00","12,850.00","174,000","11,050.00","30,600.00","29,900.00","23,050.00","90,000","47,500","20,250","50,500","95,100","69,500.00","19,400.00","27,000.00"
26/04/2023,"44,100.00","24,150.00","18,350.00","22,000.00","18,900.00","78,300.00","21,350.00","78,700","45,850.00","25,400.00","28,400.00","93,400.00","71,400","71,400","38,400","36,900.00","12,800.00","171,000","11,050.00","30,400.00","30,000.00","23,000.00","89,400","48,000","20,450","51,900","95,200","71,000.00","19,350.00","27,500.00"
25/04/2023,"43,550.00","24,150.00","18,250.00","21,050.00","18,350.00","78,400.00","21,100.00","78,700","45,600.00","25,050.00","28,500.00","92,000.00","71,300","71,300","37,700","36,400.00","12,800.00","171,000","10,900.00","30,850.00","29,000.00","22,750.00","88,300","50,200","20,000","52,500","95,900","69,900.00","19,300.00","27,700.00"
24/04/2023,"43,700.00","24,200.00","18,250.00","20,650.00","18,750.00","79,100.00","21,500.00","79,100","46,400.00","25,550.00","28,900.00","93,100.00","73,300","73,300","38,400","36,750.00","13,000.00","171,100","11,000.00","31,100.00","29,500.00","22,850.00","87,900","50,500","20,300","52,600","97,400","70,500.00","19,500.00","28,150.00"
21/04/2023,"44,200.00","24,250.00","18,050.00","20,700.00","18,800.00","79,300.00","21,650.00","79,100","46,850.00","25,600.00","28,600.00","95,400.00","76,400","76,400","39,300","36,750.00","12,800.00","170,500","11,100.00","31,100.00","28,700.00","22,550.00","87,500","50,300","20,150","52,700","97,500","70,900.00","19,450.00","27,900.00"
20/04/2023,"44,600.00","24,250.00","18,150.00","20,800.00","19,200.00","79,400.00","21,100.00","79,400","47,000.00","25,700.00","28,750.00","96,000.00","78,000","78,000","40,400","36,450.00","13,150.00","170,500","11,350.00","31,200.00","28,850.00","22,400.00","88,300","50,700","20,400","52,600","99,500","71,900.00","19,350.00","28,300.00"
19/04/2023,"44,400.00","24,400.00","18,100.00","20,800.00","19,050.00","79,300.00","21,300.00","79,200","46,150.00","25,500.00","28,700.00","95,600.00","78,700","78,700","40,500","36,400.00","13,200.00","170,400","11,350.00","31,150.00","29,000.00","22,350.00","88,500","50,400","20,450","52,600","100,100","72,000.00","19,700.00","28,300.00"
18/04/2023,"44,600.00","24,750.00","18,150.00","20,950.00","19,350.00","79,400.00","21,750.00","79,500","47,000.00","25,900.00","29,100.00","96,800.00","78,200","78,200","39,950","36,800.00","13,500.00","165,800","11,500.00","31,250.00","29,150.00","22,800.00","88,000","50,800","20,650","52,800","99,000","73,000.00","20,250.00","28,500.00"
17/04/2023,"45,000.00","25,000.00","18,250.00","20,850.00","19,300.00","79,600.00","21,350.00","79,400","47,200.00","25,900.00","29,200.00","97,200.00","78,100","78,100","39,850","36,100.00","13,350.00","164,000","11,800.00","31,350.00","29,450.00","23,000.00","88,400","50,300","20,650","52,900","99,600","71,700.00","20,450.00","28,300.00"
14/04/2023,"44,450.00","24,950.00","18,300.00","20,650.00","19,500.00","79,600.00","21,200.00","79,300","48,000.00","25,700.00","29,100.00","98,100.00","78,100","78,100","40,000","36,500.00","13,100.00","167,000","11,850.00","31,300.00","28,900.00","23,200.00","88,400","50,000","20,800","52,900","98,500","72,800.00","20,500.00","28,600.00"
13/04/2023,"44,950.00","24,950.00","18,550.00","20,450.00","19,700.00","79,600.00","21,750.00","79,800","48,400.00","26,450.00","29,400.00","100,000.00","79,200","79,200","41,050","37,200.00","13,450.00","169,500","12,050.00","31,350.00","30,200.00","23,200.00","88,200","50,500","21,150","53,000","99,300","73,500.00","20,600.00","28,400.00"
