Date,BID,ACB,MBB,HPG,HDB,FPT,SSI,BCM,BVH,STB,CTG,GAS,GVR,MSN,MWG,PLX,POW,SAB,SHB,SSB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
29/01/2024,"48,700.00","25,950.00","22,150.00","28,000.00","21,400.00","95,900.00","33,950.00","62,100","41,200.00","30,350.00","32,300.00","76,600.00","65,600","65,600","44,600","34,700.00","11,400.00","57,900","12,300.00","23,000.00","35,250.00","18,150.00","91,200","41,800","20,800","42,650","105,800","67,000.00","19,750.00","23,300.00"
26/01/2024,"48,950.00","26,300.00","22,000.00","28,350.00","21,300.00","95,900.00","34,100.00","61,800","40,850.00","30,300.00","32,100.00","75,200.00","65,800","65,800","44,900","34,500.00","11,400.00","57,300","12,350.00","23,100.00","35,400.00","18,300.00","92,000","42,000","20,800","42,800","105,700","67,000.00","19,750.00","23,750.00"
25/01/2024,"48,400.00","25,800.00","21,900.00","28,250.00","21,050.00","95,100.00","33,950.00","61,600","40,700.00","30,500.00","32,050.00","75,400.00","66,800","66,800","45,200","34,500.00","11,450.00","58,800","12,250.00","23,100.00","35,000.00","18,150.00","91,000","42,100","20,600","42,800","104,900","66,900.00","19,650.00","23,800.00"
24/01/2024,"48,900.00","25,800.00","21,900.00","28,250.00","21,150.00","95,000.00","34,000.00","62,000","40,700.00","30,750.00","32,000.00","75,800.00","66,200","66,200","44,400","34,650.00","11,400.00","60,300","12,200.00","23,100.00","35,250.00","18,300.00","91,100","42,500","20,850","43,150","104,700","67,300.00","19,650.00","23,950.00"
23/01/2024,"49,400.00","26,050.00","21,950.00","28,350.00","21,000.00","95,600.00","33,800.00","62,000","40,800.00","30,500.00","32,200.00","76,100.00","67,500","67,500","45,400","34,850.00","11,450.00","60,300","12,100.00","23,100.00","35,450.00","18,600.00","91,500","42,350","20,950","43,100","105,000","67,700.00","19,700.00","23,750.00"
22/01/2024,"49,800.00","26,300.00","22,100.00","28,300.00","21,200.00","96,400.00","33,950.00","61,200","41,200.00","30,250.00","32,650.00","76,300.00","67,700","67,700","46,150","34,750.00","11,550.00","60,900","12,150.00","23,250.00","34,950.00","18,650.00","92,000","43,000","21,100","43,300","105,600","68,300.00","19,800.00","23,900.00"
19/01/2024,"49,850.00","25,950.00","22,050.00","27,800.00","20,950.00","96,300.00","33,700.00","61,200","41,250.00","30,300.00","32,600.00","76,700.00","67,800","67,800","46,050","34,850.00","11,550.00","61,400","12,150.00","23,100.00","34,950.00","18,600.00","92,600","43,050","21,100","43,300","105,000","68,000.00","19,700.00","23,850.00"
18/01/2024,"47,500.00","25,600.00","21,700.00","27,650.00","20,800.00","95,600.00","33,800.00","60,300","41,150.00","29,800.00","31,500.00","75,300.00","66,400","66,400","45,850","34,500.00","11,400.00","60,500","12,050.00","23,050.00","34,400.00","18,450.00","91,100","43,200","20,800","43,350","104,300","67,400.00","19,500.00","23,550.00"
17/01/2024,"46,850.00","25,400.00","21,500.00","27,650.00","20,850.00","95,700.00","33,650.00","59,900","41,150.00","29,700.00","31,150.00","75,200.00","66,300","66,300","44,900","34,550.00","11,400.00","60,400","12,000.00","23,050.00","34,050.00","18,350.00","90,900","41,900","20,800","43,200","104,600","67,100.00","19,300.00","23,300.00"
16/01/2024,"46,900.00","25,400.00","21,500.00","27,800.00","21,000.00","95,700.00","33,500.00","59,400","41,000.00","29,900.00","31,400.00","75,600.00","67,100","67,100","44,300","34,750.00","11,500.00","60,400","12,200.00","22,950.00","34,150.00","18,600.00","90,000","42,650","20,897","43,150","105,400","67,400.00","19,450.00","23,100.00"
15/01/2024,"46,600.00","25,300.00","21,450.00","27,100.00","21,000.00","95,400.00","33,000.00","59,500","41,000.00","29,800.00","31,400.00","75,700.00","65,600","65,600","42,900","34,650.00","11,400.00","60,400","12,150.00","23,300.00","34,300.00","18,300.00","90,000","41,600","20,606","43,050","105,200","67,000.00","19,350.00","22,950.00"
12/1/2024,"46,000.00","25,800.00","21,350.00","27,150.00","20,900.00","94,700.00","33,850.00","59,900","41,800.00","29,900.00","31,500.00","75,100.00","64,800","64,800","41,900","34,950.00","11,450.00","61,100","12,300.00","23,450.00","34,650.00","18,550.00","88,700","41,300","20,460","43,000","105,300","67,200.00","19,650.00","23,100.00"
11/1/2024,"46,500.00","25,250.00","20,650.00","27,500.00","20,800.00","95,000.00","33,900.00","60,400","42,000.00","29,500.00","31,000.00","76,000.00","66,100","66,100","42,450","35,450.00","11,650.00","61,400","12,100.00","23,600.00","34,150.00","18,500.00","89,300","42,000","20,557","43,650","105,800","67,900.00","19,650.00","23,450.00"
10/1/2024,"47,400.00","25,250.00","20,900.00","27,350.00","20,700.00","94,700.00","33,700.00","59,200","40,500.00","29,450.00","31,000.00","75,500.00","66,200","66,200","42,250","34,850.00","11,400.00","60,800","12,000.00","23,400.00","34,400.00","18,500.00","89,500","42,700","20,460","43,600","105,700","67,500.00","19,600.00","23,300.00"
9/1/2024,"46,050.00","25,000.00","20,850.00","27,700.00","20,550.00","96,600.00","34,000.00","59,600","40,000.00","29,200.00","30,000.00","75,900.00","66,100","66,100","42,700","34,650.00","11,450.00","61,600","11,700.00","23,450.00","34,500.00","17,750.00","87,800","43,000","20,363","43,900","106,500","68,100.00","19,150.00","23,350.00"
8/1/2024,"46,400.00","25,350.00","20,700.00","27,850.00","20,550.00","97,300.00","34,100.00","60,300","40,000.00","29,200.00","29,550.00","76,800.00","66,600","66,600","43,200","35,300.00","11,400.00","62,100","11,700.00","23,300.00","34,100.00","17,950.00","86,800","43,350","20,314","44,350","106,600","68,200.00","19,250.00","23,700.00"
5/1/2024,"44,500.00","25,450.00","20,500.00","27,800.00","20,500.00","97,400.00","34,150.00","60,500","40,000.00","29,300.00","29,000.00","77,200.00","67,900","67,900","43,850","35,200.00","11,300.00","61,900","11,550.00","23,600.00","33,200.00","18,000.00","86,200","43,100","20,120","44,100","107,600","68,800.00","19,200.00","23,350.00"
4/1/2024,"43,650.00","25,300.00","20,100.00","27,750.00","20,400.00","97,200.00","33,600.00","60,800","40,100.00","28,600.00","28,600.00","76,700.00","68,100","68,100","43,200","35,100.00","11,450.00","62,400","11,450.00","23,550.00","33,100.00","17,900.00","85,900","43,450","19,828","44,150","107,800","69,000.00","19,350.00","23,400.00"
3/1/2024,"43,800.00","25,000.00","19,150.00","27,800.00","20,000.00","96,300.00","32,950.00","61,500","39,800.00","28,500.00","27,600.00","76,000.00","68,900","68,900","43,200","34,900.00","11,400.00","63,500","11,250.00","23,300.00","32,600.00","17,450.00","84,500","43,400","19,537","44,150","107,700","69,000.00","19,100.00","23,250.00"
2/1/2024,"43,000.00","24,450.00","18,850.00","27,450.00","19,900.00","95,900.00","32,500.00","61,900","39,600.00","27,750.00","27,200.00","75,600.00","68,400","68,400","42,450","34,550.00","11,250.00","63,500","10,950.00","23,950.00","32,100.00","17,300.00","83,500","43,000","19,245","44,000","107,000","68,300.00","18,850.00","23,100.00"
29/12/2023,"43,400.00","23,900.00","18,650.00","27,950.00","20,300.00","96,100.00","32,800.00","62,900","39,500.00","27,950.00","27,100.00","75,500.00","67,000","67,000","42,800","34,500.00","11,250.00","63,000","10,800.00","23,900.00","31,800.00","17,400.00","80,300","43,200","19,051","44,600","108,000","67,600.00","19,200.00","23,300.00"
28/12/2023,"42,700.00","23,750.00","18,550.00","27,950.00","19,350.00","96,600.00","33,000.00","62,700","39,600.00","27,600.00","27,100.00","76,000.00","67,000","67,000","43,050","34,500.00","11,250.00","62,200","10,800.00","23,650.00","31,500.00","17,300.00","82,800","43,700","19,099","44,450","108,000","68,500.00","18,800.00","23,500.00"
27/12/2023,"43,000.00","23,300.00","18,400.00","27,750.00","19,300.00","96,900.00","32,800.00","62,600","39,550.00","27,400.00","26,850.00","76,300.00","67,000","67,000","42,850","34,450.00","11,150.00","62,100","10,750.00","22,650.00","30,850.00","17,350.00","82,700","41,900","18,662","43,600","107,900","67,500.00","18,500.00","23,250.00"
26/12/2023,"43,000.00","23,250.00","18,450.00","27,800.00","19,200.00","97,200.00","32,750.00","62,300","39,500.00","27,500.00","26,800.00","76,400.00","66,200","66,200","42,700","34,450.00","11,250.00","62,700","10,700.00","22,700.00","30,800.00","17,000.00","82,800","41,900","18,613","43,550","108,000","68,000.00","18,500.00","23,300.00"
25/12/2023,"43,200.00","23,350.00","18,400.00","27,450.00","19,150.00","96,000.00","32,550.00","61,900","39,300.00","27,500.00","26,900.00","76,500.00","66,400","66,400","42,650","34,650.00","11,300.00","62,000","10,750.00","22,650.00","30,950.00","17,050.00","81,800","41,200","18,516","43,400","107,800","67,900.00","18,500.00","23,400.00"
22/12/2023,"42,450.00","23,200.00","18,300.00","27,050.00","18,950.00","94,600.00","32,350.00","61,800","38,900.00","27,200.00","26,450.00","74,700.00","63,000","63,000","42,350","33,800.00","11,250.00","61,500","10,700.00","22,600.00","30,600.00","16,900.00","80,900","40,300","18,750","43,150","106,200","67,600.00","18,150.00","22,950.00"
21/12/2023,"41,800.00","23,250.00","18,150.00","27,200.00","18,750.00","95,100.00","32,200.00","61,800","39,350.00","26,600.00","26,550.00","74,700.00","63,700","63,700","42,650","34,000.00","11,300.00","62,000","10,650.00","22,600.00","30,650.00","16,900.00","80,900","40,200","18,750","43,200","105,300","67,800.00","18,200.00","22,950.00"
20/12/2023,"41,300.00","23,200.00","18,150.00","27,200.00","18,800.00","94,700.00","32,300.00","61,300","39,350.00","26,950.00","26,550.00","75,200.00","63,900","63,900","42,400","34,400.00","11,300.00","62,000","10,700.00","22,600.00","30,350.00","16,900.00","81,100","39,950","18,700","43,250","104,300","68,100.00","18,250.00","23,000.00"
19/12/2023,"41,200.00","23,050.00","18,150.00","27,200.00","18,950.00","94,600.00","32,150.00","61,000","39,200.00","26,600.00","26,500.00","75,000.00","62,200","62,200","40,650","33,950.00","11,200.00","62,200","10,700.00","22,600.00","30,600.00","17,000.00","81,200","39,500","18,650","43,200","104,300","67,000.00","18,300.00","22,700.00"
18/12/2023,"41,000.00","22,800.00","18,000.00","26,600.00","18,400.00","94,000.00","31,700.00","60,700","39,050.00","26,300.00","26,050.00","75,500.00","62,900","62,900","39,600","33,900.00","11,100.00","61,500","10,700.00","22,600.00","30,050.00","16,900.00","81,500","39,900","18,550","43,200","105,000","67,000.00","18,400.00","22,600.00"
15/12/2023,"41,500.00","22,750.00","18,050.00","26,800.00","19,000.00","96,200.00","31,800.00","62,000","39,500.00","27,100.00","26,700.00","76,000.00","63,000","63,000","40,750","34,300.00","11,200.00","62,800","10,800.00","22,600.00","30,600.00","16,950.00","82,200","39,900","18,800","43,700","103,000","68,100.00","18,700.00","22,550.00"
14/12/2023,"41,600.00","22,500.00","18,050.00","27,050.00","18,900.00","96,200.00","32,000.00","63,700","40,150.00","27,100.00","26,750.00","76,900.00","65,000","65,000","41,600","34,350.00","11,300.00","63,000","10,800.00","22,600.00","30,550.00","16,900.00","84,400","40,300","18,900","43,800","105,300","68,400.00","19,000.00","22,850.00"
13/12/2023,"41,600.00","22,300.00","18,050.00","27,350.00","18,850.00","95,200.00","32,000.00","63,900","40,500.00","27,450.00","26,750.00","76,900.00","65,800","65,800","41,700","34,700.00","11,400.00","64,000","10,900.00","22,600.00","30,500.00","17,000.00","83,700","40,750","19,050","43,900","105,000","68,200.00","19,200.00","23,000.00"
12/12/2023,"41,900.00","22,500.00","18,250.00","27,950.00","18,800.00","96,800.00","32,600.00","64,400","40,100.00","28,000.00","27,000.00","78,200.00","66,200","66,200","42,500","35,450.00","11,600.00","65,000","11,100.00","22,650.00","31,050.00","17,350.00","84,200","41,050","19,200","44,250","104,500","69,400.00","19,450.00","23,650.00"
11/12/2023,"41,400.00","22,400.00","18,150.00","27,500.00","18,750.00","95,000.00","32,700.00","65,100","40,050.00","27,850.00","26,850.00","78,300.00","67,500","67,500","42,500","35,650.00","11,600.00","65,500","11,150.00","22,650.00","30,850.00","17,350.00","84,200","41,000","19,200","44,050","104,200","70,000.00","19,400.00","23,650.00"
8/12/2023,"41,900.00","22,400.00","18,200.00","27,700.00","18,750.00","94,200.00","32,600.00","65,000","39,550.00","28,200.00","26,900.00","77,600.00","66,200","66,200","42,600","35,650.00","11,650.00","65,600","11,000.00","22,700.00","30,950.00","17,450.00","85,000","39,650","19,350","42,950","104,200","69,000.00","19,600.00","23,350.00"
7/12/2023,"40,600.00","22,400.00","18,250.00","27,600.00","18,700.00","94,300.00","32,850.00","64,800","39,600.00","28,550.00","26,900.00","77,900.00","63,500","63,500","40,850","35,150.00","11,500.00","65,600","11,050.00","22,700.00","30,850.00","17,550.00","85,200","39,700","19,300","42,800","105,700","68,400.00","19,650.00","22,800.00"
6/12/2023,"40,000.00","22,300.00","18,100.00","27,600.00","18,600.00","95,000.00","33,600.00","66,000","40,050.00","28,100.00","26,650.00","79,800.00","62,100","62,100","40,950","35,900.00","11,550.00","65,200","11,000.00","22,700.00","30,400.00","17,450.00","85,900","40,450","19,200","42,800","105,800","68,500.00","19,400.00","22,900.00"
5/12/2023,"39,650.00","22,150.00","18,050.00","27,250.00","18,450.00","94,800.00","33,300.00","63,300","39,800.00","27,800.00","26,500.00","79,000.00","61,400","61,400","40,000","35,550.00","11,450.00","64,000","10,950.00","22,700.00","30,050.00","17,050.00","85,400","40,500","19,150","42,800","105,100","68,100.00","19,150.00","22,850.00"
4/12/2023,"39,800.00","22,300.00","18,050.00","27,500.00","18,500.00","93,600.00","33,600.00","59,200","40,000.00","28,200.00","26,550.00","79,000.00","62,200","62,200","39,950","35,500.00","11,550.00","64,700","11,100.00","22,750.00","30,200.00","17,200.00","86,000","41,300","19,150","42,950","105,800","68,800.00","19,500.00","23,000.00"
1/12/2023,"39,400.00","21,950.00","17,800.00","26,900.00","18,200.00","92,400.00","32,000.00","58,200","39,700.00","27,500.00","26,300.00","77,700.00","61,500","61,500","38,750","35,200.00","11,300.00","65,000","10,850.00","22,700.00","29,750.00","17,100.00","85,000","40,900","18,950","42,100","105,400","68,400.00","19,300.00","22,800.00"
30/11/2023,"38,850.00","21,950.00","17,800.00","26,550.00","18,000.00","91,900.00","31,300.00","58,200","39,000.00","27,500.00","26,300.00","76,500.00","60,500","60,500","38,500","35,100.00","11,250.00","65,000","10,800.00","22,600.00","29,500.00","17,000.00","84,700","41,300","18,700","41,750","102,000","67,400.00","19,100.00","22,100.00"
29/11/2023,"39,300.00","22,050.00","17,850.00","27,000.00","18,050.00","91,700.00","31,600.00","58,200","39,700.00","27,800.00","29,400.00","77,800.00","62,900","62,900","38,800","35,800.00","11,300.00","66,200","10,850.00","23,050.00","29,900.00","16,850.00","85,100","41,200","18,800","42,550","106,800","68,400.00","19,250.00","23,200.00"
28/11/2023,"38,850.00","21,900.00","17,850.00","26,700.00","18,050.00","91,100.00","31,400.00","58,500","39,600.00","28,150.00","29,300.00","77,000.00","61,300","61,300","38,000","33,700.00","11,300.00","64,900","10,850.00","23,050.00","29,950.00","16,750.00","85,800","40,750","18,700","42,400","106,500","68,500.00","19,350.00","22,800.00"
27/11/2023,"43,000.00","21,850.00","17,600.00","26,300.00","18,100.00","90,700.00","31,000.00","58,500","38,850.00","27,400.00","29,400.00","76,800.00","60,900","60,900","38,000","33,600.00","11,300.00","64,300","10,750.00","23,050.00","29,300.00","16,650.00","85,800","39,800","18,450","41,850","106,000","68,100.00","19,200.00","22,600.00"
24/11/2023,"43,650.00","22,050.00","17,850.00","26,400.00","18,300.00","91,200.00","32,000.00","58,007","40,250.00","28,300.00","29,600.00","77,500.00","61,800","61,800","38,550","33,400.00","11,400.00","63,000","10,950.00","23,100.00","30,050.00","17,000.00","86,000","39,100","18,800","41,350","106,300","68,300.00","19,200.00","22,600.00"
23/11/2023,"43,000.00","22,200.00","17,900.00","25,850.00","18,050.00","90,800.00","30,900.00","58,105","40,500.00","28,200.00","29,200.00","77,000.00","63,300","63,300","37,300","33,700.00","11,450.00","60,400","10,950.00","23,000.00","30,400.00","17,000.00","85,500","39,000","18,800","41,300","105,000","68,700.00","19,150.00","22,600.00"
22/11/2023,"43,600.00","22,700.00","18,050.00","27,200.00","18,600.00","93,000.00","32,900.00","59,092","40,850.00","29,100.00","29,600.00","79,000.00","64,900","64,900","39,800","34,050.00","11,650.00","63,500","11,300.00","23,100.00","30,950.00","17,100.00","86,700","39,000","19,200","42,000","108,200","69,400.00","19,650.00","22,800.00"
21/11/2023,"43,950.00","22,600.00","18,100.00","27,050.00","18,700.00","91,900.00","32,550.00","59,388","40,800.00","29,300.00","29,400.00","79,000.00","64,600","64,600","40,900","33,800.00","11,700.00","63,100","11,250.00","23,150.00","30,800.00","17,050.00","86,600","39,100","19,050","42,600","106,600","69,500.00","19,650.00","22,600.00"
20/11/2023,"43,150.00","22,500.00","18,000.00","26,650.00","18,700.00","90,700.00","32,400.00","60,572","40,800.00","29,200.00","29,550.00","78,300.00","63,600","63,600","40,550","33,500.00","11,650.00","63,000","11,200.00","23,150.00","31,000.00","17,200.00","86,100","38,950","19,000","42,700","105,700","69,300.00","19,500.00","22,550.00"
17/11/2023,"42,900.00","22,700.00","18,200.00","26,500.00","18,500.00","91,000.00","31,500.00","60,572","40,850.00","29,350.00","29,700.00","78,700.00","64,100","64,100","41,400","33,500.00","11,650.00","63,700","11,200.00","23,150.00","31,150.00","17,000.00","85,600","38,950","19,150","42,200","105,500","70,000.00","19,300.00","22,800.00"
16/11/2023,"43,750.00","23,300.00","18,500.00","27,200.00","18,950.00","93,000.00","32,300.00","61,558","41,300.00","30,200.00","30,250.00","80,000.00","66,000","66,000","41,500","34,450.00","11,850.00","64,200","11,600.00","23,450.00","31,700.00","17,500.00","88,000","41,150","19,600","45,100","108,500","70,300.00","19,900.00","23,850.00"
15/11/2023,"44,150.00","23,250.00","18,550.00","27,000.00","18,900.00","92,400.00","31,950.00","61,164","40,900.00","30,000.00","30,200.00","80,100.00","65,800","65,800","41,900","34,000.00","11,750.00","63,200","11,550.00","23,500.00","31,550.00","17,700.00","87,700","41,450","19,650","45,400","108,700","70,700.00","19,950.00","24,100.00"
14/11/2023,"43,000.00","22,700.00","18,450.00","27,000.00","18,750.00","92,600.00","31,750.00","60,000","40,800.00","30,000.00","29,800.00","79,100.00","62,600","62,600","41,500","33,500.00","11,850.00","62,000","11,450.00","23,150.00","31,500.00","17,400.00","86,000","41,000","19,600","44,950","107,800","68,900.00","19,600.00","24,000.00"
13/11/2023,"42,100.00","22,450.00","18,100.00","27,200.00","18,800.00","91,400.00","31,450.00","59,800","40,550.00","29,250.00","29,400.00","79,000.00","62,000","62,000","40,000","33,350.00","11,900.00","61,300","11,050.00","23,000.00","30,900.00","17,250.00","85,500","41,350","19,200","44,800","108,000","68,700.00","19,200.00","23,500.00"
10/11/2023,"42,200.00","22,400.00","18,000.00","26,500.00","18,850.00","91,500.00","30,800.00","60,400","40,600.00","29,500.00","29,400.00","78,700.00","61,700","61,700","39,400","33,350.00","11,700.00","62,400","11,150.00","23,800.00","31,050.00","17,000.00","86,000","42,300","19,000","44,950","109,000","69,600.00","19,550.00","23,950.00"
9/11/2023,"42,850.00","22,550.00","18,350.00","26,700.00","18,750.00","92,500.00","30,850.00","61,000","41,000.00","29,650.00","29,500.00","80,000.00","62,800","62,800","40,300","33,950.00","11,550.00","63,900","11,250.00","24,500.00","31,500.00","17,100.00","87,900","42,900","19,300","45,400","108,400","70,700.00","20,000.00","24,300.00"
8/11/2023,"42,900.00","22,800.00","18,350.00","26,950.00","18,800.00","92,600.00","30,300.00","59,600","41,000.00","30,000.00","29,250.00","80,000.00","63,800","63,800","39,600","34,200.00","11,500.00","65,100","11,350.00","24,950.00","31,800.00","17,250.00","89,500","41,000","19,400","43,000","113,000","71,400.00","21,350.00","23,700.00"
7/11/2023,"41,800.00","22,100.00","17,800.00","25,800.00","18,000.00","88,300.00","28,350.00","58,200","40,400.00","29,000.00","28,550.00","78,800.00","62,000","62,000","38,200","33,150.00","11,150.00","65,100","10,850.00","24,400.00","30,600.00","16,550.00","88,300","40,000","18,700","42,050","106,000","70,800.00","20,700.00","23,150.00"
6/11/2023,"41,800.00","22,200.00","17,950.00","25,750.00","18,250.00","88,500.00","29,000.00","59,400","40,700.00","29,450.00","28,550.00","79,000.00","64,000","64,000","38,050","33,250.00","11,250.00","66,200","11,000.00","25,300.00","31,000.00","16,600.00","89,500","41,000","18,900","42,100","107,300","71,000.00","20,800.00","24,000.00"
